排名,代號,名稱,市場,產業,行動,分數,信心度,收盤價,即時價,營收YoY%,累計營收YoY%,營益率%,負債比%,流動比率%,EPS,本益比,股價淨值比,殖利率%,ETF家數,ETF_1日增減張,ETF_3日增減張,ETF_5日增減張,ETF_10日增減張,ETF_20日增減張,主動ETF_5日增減張,法人1日張,法人5日張,法人10日張,法人20日張,投信買賣超1日張,投信買賣超5日張,投信買賣超10日張,投信買賣超20日張,投信5日買超天數,投信5日賣超天數,投信5日估算金額,自營商買賣超5日張,自營商買賣超10日張,外資持股比率%,外資持股1日增減張,外資持股5日增減張,外資持股10日增減張,外資持股20日增減張,外資買賣超1日張,外資買賣超5日張,外資買賣超10日張,外資買賣超20日張,RSI14,距20EMA%,5日報酬%,淘汰原因
362,9946,三發地產,TWSE,建材營造,排除,56.1,72,17.95,17.95,-11.49,4131.79,46.84,59.28,221.67,2.56,4.4,0.84,7.49,2,68,68,118,358,403,0,252,32,326,1139,68,118,358,403,2,0,2118100,41,40,3.29,23,-178,3,820,161,-127,-72,685,,,,"單日成交金額低於5,000萬元"
363,7749,意騰-KY,TWSE,半導體業,排除,55.6,100,358.5,358.5,64.48,64.12,32,10.43,897.15,3.56,31.06,4.57,2.33,1,0,0,0,0,11,0,-49,-105,-159,-763,0,0,0,-189,0,0,0,-3,-1,22.75,-46,-84,-475,-984,-49,-101,-157,-546,26.77,-14.65,-11.26,"單日成交金額低於5,000萬元；中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
364,1307,三芳,TWSE,塑膠工業,排除,55.5,100,32.05,32.05,11.11,4.77,13.9,45.87,164.97,0.97,11.93,1.33,6.73,1,0,0,0,-31,-95,0,-115,374,-2068,-3653,0,0,-31,-96,0,0,0,-251,-1117,7.17,135,1539,-149,-2599,-110,626,-922,-2383,39.19,-4.09,-0.31,"單日成交金額低於5,000萬元；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
365,2414,精技,TWSE,電子通路業,排除,55.2,72,60,60,87.26,46.2,3.14,63.13,139.01,1.17,17.51,2.92,4.85,1,44,44,44,44,44,0,-41,-510,-259,89,44,44,44,44,1,0,2640000,25,80,5.41,-169,-407,-169,-162,-115,-579,-383,-33,,,,"單日成交金額低於5,000萬元；外資持股5/10日下降，且外資5日賣超"
366,9935,慶豐富,TWSE,居家生活,排除,55.2,72,18.45,18.45,17.01,7.96,10.69,69.03,106.69,0.51,11.43,1.27,6.4,1,0,0,0,-4,519,0,-62,114,-627,856,0,0,-4,519,0,0,0,11,-536,5.78,0,118,147,84,-70,103,-87,277,,,,"單日成交金額低於5,000萬元"
367,8114,振樺電,TWSE,電腦及週邊設備業,排除,54.8,100,184.5,184.5,19.14,-25.79,17.79,29.6,215.8,2.75,12.93,1.95,5.91,3,3,3,3,0,-6,0,0,179,500,126,0,159,156,300,1,0,29335500,-6,24,12.34,-109,81,647,192,0,27,321,-82,37.51,-7.92,-9.56,"單日成交金額低於5,000萬元；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
368,1419,新紡,TWSE,紡織纖維,排除,54.7,72,66.1,66.1,17.98,28.04,10.51,20.53,161.5,9.37,5.07,0.98,2.7,1,86,86,86,86,86,0,81,164,408,464,86,84,82,81,1,2,5552400,14,11,1.29,-75,-8,268,361,-4,66,315,375,,,,"單日成交金額低於5,000萬元"
369,3040,遠見,TWSE,其他,排除,54.6,100,38.65,38.65,8.72,2.95,9.32,23.85,2454.42,0.04,,1.72,9.02,1,-21,-23,-23,-24,-28,0,-27,81,152,-217,-21,-23,-23,-24,0,2,-888950,2,-1,0.89,-1,74,154,101,-7,102,176,128,52.68,1.39,3.07,"單日成交金額低於5,000萬元；ETF短中期同步減碼；ETF 1/3日已轉為減碼"
370,2108,南帝,TWSE,橡膠工業,排除,54.6,72,27.75,27.75,31.78,23.46,12.41,12.75,771.21,0.34,32.82,0.98,3.5,1,142,142,142,142,142,0,-116,510,1617,712,142,142,142,142,1,0,3940500,15,13,5.44,-10,915,2549,848,-257,351,1460,540,,,,"單日成交金額低於5,000萬元"
371,2420,新巨,TWSE,電子零組件業,排除,54.5,100,57.7,57.7,10.73,1.47,29.85,28.03,376.2,1.05,15.05,2.18,5.06,1,0,0,0,0,-219,0,-220,-550,-621,-852,0,0,0,-219,0,0,0,20,108,7.43,-27,-269,-267,-206,-193,-569,-727,-742,36.08,-4.44,-5.1,"單日成交金額低於5,000萬元；中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
372,1615,大山,TWSE,電器電纜,排除,54.5,72,47.3,47.3,28.36,2.23,19.03,23,277.39,0.94,9.99,1.91,5.49,1,56,56,56,56,56,0,30,298,289,418,56,56,56,56,1,0,2648800,8,2,1.08,109,145,38,166,-28,234,231,354,,,,"單日成交金額低於5,000萬元"
373,2015,豐興,TWSE,鋼鐵工業,排除,54.3,100,63.7,63.7,-9.73,-11.51,9.2,19.29,277.39,0.91,16.2,1.76,5.13,3,105,105,105,105,105,0,170,1291,1640,554,105,105,76,76,1,0,6688500,27,0,12.54,162,948,1460,538,68,1159,1564,499,58.65,1.99,3.58,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足"
374,4763,材料*-KY,TWSE,化學工業,排除,54.3,100,45.35,45.35,-10.11,-30.69,49.58,6.15,1311.55,1.13,9.18,2.17,6.43,7,481,911,912,918,1128,886,-2835,-2063,-5062,-7810,481,908,911,1121,2,2,41177800,-233,-463,46.05,-922,1266,-2632,-7646,-3086,-2738,-5511,-9310,46.06,-3.08,-4.73,營收動能同步衰退；累計營收負成長且當月改善不足；外資持股趨勢資料不足或期間有非市場異動；當下除權息調整價未守20日EMA
375,1736,喬山,TWSE,運動休閒,排除,53.8,100,126,126,14.49,9.38,-0.78,69.64,130.22,0.08,15.67,2.78,3.49,1,0,0,0,0,-167,0,25,332,392,1071,0,-2,-4,-50,0,2,-252000,32,23,5.41,77,162,22,1503,21,302,373,1099,51.68,-0.18,-4.18,"單日成交金額低於5,000萬元；當下除權息調整價未守20日EMA"
376,6115,鎰勝,TWSE,電子零組件業,排除,53.8,100,45.15,45.15,15.96,11.79,8.93,34.53,261.24,0.71,16.09,1.54,6.13,1,0,0,0,0,0,0,-47,-416,-837,-893,0,0,0,0,0,0,0,3,4,5.29,23,-458,-554,-766,-47,-419,-841,-872,29.62,-4.21,-1.85,"單日成交金額低於5,000萬元；中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
377,1537,廣隆,TWSE,電機機械,排除,53.7,100,125,125,14.05,0.69,11.36,22.65,520.51,2.11,16.64,2.25,5.69,1,1,1,1,1,1,0,148,147,139,143,1,1,1,1,1,0,125000,0,0,15.78,-62,-94,-82,-81,147,145,137,144,43.95,-0.8,-0.79,"單日成交金額低於5,000萬元；中期趨勢仍向下；ETF加碼，但外資持股5/10日同步下降；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
378,4532,瑞智,TWSE,電機機械,排除,53.7,100,24.7,24.7,28.8,1.91,5.88,63.19,130.18,0.48,13.88,1.2,5.91,2,0,0,0,-50,1418,0,-754,-1259,-532,4028,0,0,-51,1618,0,0,0,-280,-371,18.63,-186,-1274,-447,3126,-531,-979,-109,2364,42.72,-4.72,-5.18,"單日成交金額低於5,000萬元；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA"
379,6579,研揚,TWSE,電腦及週邊設備業,排除,53.4,100,150,150,47.1,28.75,8.7,22.94,253.99,3.81,29.27,2.59,2.35,1,0,0,0,0,0,0,-255,136,955,1103,0,-2,-3,-3,0,2,-300000,-22,18,4.2,-5,365,1380,1301,-225,160,941,1095,41.33,-6.91,-10.71,"單日成交金額低於5,000萬元；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
380,8261,富鼎,TWSE,半導體業,排除,53.3,93,251,251,16.09,8.1,25.66,11.26,757.9,1.57,47.69,5.41,1.8,3,36,36,36,219,244,-275,1287,3522,3963,6992,36,36,219,244,1,0,9036000,84,-35,6.21,-242,2138,-494,5636,1220,3399,3776,6812,46.94,-9.53,-22.77,處置或交易限制風險；主動ETF 5日轉為減碼；當下除權息調整價未守20日EMA
381,2450,神腦,TWSE,通信網路業,排除,52.4,100,28.65,28.65,16.42,15.9,0.71,45.77,159.98,0.25,18.82,1.22,5.38,1,0,0,0,0,0,0,0,14,25,-332,0,0,0,0,0,0,0,4,-1,1.33,-20,96,121,-377,0,10,26,-330,38.33,-1.45,-0.35,"單日成交金額低於5,000萬元；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
382,1712,興農,TWSE,化學工業,排除,51.9,100,39.5,39.5,4.08,3.12,7.64,49.53,134.41,0.67,15.95,2.12,6.32,2,10,7,7,0,1091,0,-4,-172,-354,-1071,10,4,-4,1088,1,2,158000,6,-6,13.55,-14,-196,-722,-1815,-13,-182,-345,-2176,47.59,-0.12,-0.25,"單日成交金額低於5,000萬元；中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
383,9802,鈺齊-KY,TWSE,運動休閒,排除,51.8,100,73.7,73.7,15.45,0.37,5.13,38.72,126.86,0.89,13.39,1.12,6.72,1,-132,-245,-245,-245,-245,-245,61,709,1777,841,-132,-247,-247,-247,0,3,-18203900,1,38,41.7,-149,968,1485,855,193,954,1986,1244,44.9,-1.38,-1.73,"單日成交金額低於5,000萬元；中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；主動ETF 5日轉為減碼；投信5/10日持續且具金額意義的賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
384,2423,固緯,TWSE,其他電子業,排除,51.8,72,77.7,77.7,26.66,23.96,25.97,29.35,257.46,1.3,23.23,4.27,3.02,1,42,42,42,42,42,0,26,-152,-107,-178,42,42,42,42,1,0,3263400,21,20,4.88,-22,-44,17,-189,-42,-215,-168,-239,,,,"單日成交金額低於5,000萬元"
385,5236,凌陽創新,TWSE,半導體業,排除,51.7,100,144.5,144.5,12.78,17.77,35.04,31.79,316.05,2.97,16,3.98,5.9,1,0,0,0,0,15,0,-150,-172,-298,440,0,0,0,15,0,0,0,-15,-12,7.57,4520,,,,-152,-157,-286,433,30.06,-10.32,-10.25,"單日成交金額低於5,000萬元；中期趨勢仍向下；外資持股趨勢資料不足或期間有非市場異動；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
386,1342,八貫,TWSE,其他,排除,51.7,72,115,115,40.14,28.64,20.36,44.95,190.74,2.08,19.58,4.34,5.15,1,16,16,16,16,16,0,111,324,704,1593,16,16,16,16,1,0,1840000,0,1,33.28,3,205,935,1444,95,309,688,1580,,,,"單日成交金額低於5,000萬元"
387,2535,達欣工,TWSE,建材營造,排除,51.4,100,86.5,86.5,19.94,22.31,10.61,67.39,168.08,2.88,10.71,2.35,5.15,1,6,4,4,6,7,0,-1,-46,-272,-121,6,6,8,8,2,1,519000,19,-35,7.21,-37,18,-151,249,-26,-70,-244,-59,44.6,-2.73,-2.26,"單日成交金額低於5,000萬元；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
388,8341,日友,TWSE,綠能環保,排除,51.4,72,76.1,76.1,6.99,17.68,31.59,46.31,118.1,1.51,16.4,1.96,5.19,1,38,38,38,38,38,0,178,419,716,584,38,38,38,38,1,0,2891800,7,6,5,137,281,632,131,141,374,672,536,,,,"單日成交金額低於5,000萬元"
389,2102,泰豐,TWSE,橡膠工業,排除,51.2,100,19,18.5,-15.52,-34.88,-113.76,20.49,1749.19,0.01,2.94,0.9,,1,-100,-100,-100,-100,-100,0,-23,260,322,474,-100,-100,-100,-100,0,1,-1850000,12,10,3.09,175,330,598,1095,72,348,412,564,60.56,2.01,-0.26,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；ETF短中期同步減碼；ETF 1/3日已轉為減碼；當下除權息調整價未守20日EMA"
390,6790,永豐實,TWSE,造紙工業,排除,50.5,100,38.9,38.9,-4.83,-1.24,9.89,43.5,207.33,0.83,12.69,1.71,6.8,1,41,41,41,41,41,0,102,440,156,117,41,41,41,41,1,0,1594900,6,14,1.81,131,113,-146,-452,59,393,101,-91,40.27,-1.96,-4.19,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
391,2832,台產,TWSE,金融保險業,排除,50.4,72,56.4,56.4,7.27,8.04,,52.67,,1.64,11,1.19,6.12,1,0,0,0,-4,530,0,-8,142,239,806,0,0,0,534,0,0,0,14,-37,4.36,-4,138,83,445,-21,128,277,333,,,,"單日成交金額低於5,000萬元"
392,7722,LINEPAY,TWSE,數位雲端,排除,50.4,72,300,300,14.16,14.91,5.19,54.81,188.17,1.97,44.47,1.97,0.64,1,8,8,8,8,8,0,-13,11,173,183,8,8,124,124,1,0,2400000,-5,2,58.83,22,22,86,94,-19,7,48,61,,,,"單日成交金額低於5,000萬元"
393,2497,怡利電,TWSE,汽車工業,排除,50.3,100,55.8,55.8,52.52,21.2,8.13,48.83,155.09,0.8,26.37,2.52,3.36,1,0,0,0,0,0,0,-273,-314,1355,773,0,0,0,0,0,0,0,3,9,4.6,82,-315,1700,868,-274,-317,1344,766,41.79,-6.84,-8.22,"單日成交金額低於5,000萬元；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
394,2731,雄獅,TWSE,觀光餐旅,排除,50.3,100,143,143,-0.46,9.79,5.1,59.31,150.1,4.17,8.57,2.56,8.74,2,5,4,4,5,-421,0,-94,-49,-628,-2156,5,4,6,-470,1,1,572000,-7,-9,9.26,8,-73,-245,-941,-99,-46,-624,-1657,30.25,-3.87,-1.72,"單日成交金額低於5,000萬元；中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
395,6585,鼎基,TWSE,其他,排除,50.3,72,123.5,123.5,91.44,13.81,20.46,26.69,164.32,1.86,25.92,2.47,3.54,1,9,9,9,9,9,0,118,86,177,162,9,9,9,9,1,0,1111500,-1,-54,3.51,-59,-176,93,-1,100,78,222,173,,,,"單日成交金額低於5,000萬元"
396,2206,三陽工業,TWSE,汽車工業,排除,50.2,100,63.5,63.5,-13.38,-5.33,9.42,55.08,146.51,1.37,11.32,1.81,4.77,3,0,483,713,1480,1197,-573,-247,65,3126,3874,0,706,1470,1188,4,0,44831000,-14,-26,7.44,-94,-672,164,13127,-242,-627,1682,2707,57.33,0.93,-1.09,營收動能同步衰退；累計營收負成長且當月改善不足；主動ETF 5日轉為減碼；外資持股趨勢資料不足或期間有非市場異動
397,2362,藍天,TWSE,電腦及週邊設備業,排除,49.7,100,40.4,40.4,30.25,17.64,6.85,57.84,111.43,0.61,18.93,0.55,4.72,1,-309,-315,-315,-315,-314,0,-243,-484,-902,-3029,-309,-315,-315,-314,0,2,-12726000,32,-20,9.49,54,162,-94,-3555,68,-202,-568,-2738,39.53,-6.07,-6.91,"單日成交金額低於5,000萬元；中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
398,2373,震旦行,TWSE,其他電子業,排除,49.7,100,54.3,54.3,4.91,-2.47,4.67,52.68,186.73,0.72,13.87,1.73,6.84,1,0,0,0,0,0,0,17,95,46,94,0,0,0,0,0,0,0,5,3,1.37,-7,61,7,7,17,90,43,91,34.5,-2.37,0.74,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
399,1810,和成,TWSE,玻璃陶瓷,排除,49.5,100,27.15,27.15,-11.91,-8.26,-19.13,20.48,326.07,3.64,7.65,1.08,0.69,1,15,15,15,23,97,0,-401,-2528,-3115,130,15,15,23,97,1,0,407250,142,144,4.53,-2194,1909,-672,2548,-494,-2685,-3285,-142,62.51,11.29,13.84,營收動能同步衰退；累計營收負成長且當月改善不足；高波動且5日漲幅過大
400,2397,友通,TWSE,電腦及週邊設備業,排除,49.4,100,54.8,54.8,31.37,25.65,5.57,58.1,145.39,0.76,25.13,2.07,4.2,1,0,0,0,0,0,0,-298,-127,509,656,0,0,0,0,0,0,0,-2,-3,13.61,15,147,1044,585,-297,-125,512,650,34.87,-7.01,-6.32,"單日成交金額低於5,000萬元；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
401,8021,尖點,TWSE,其他電子業,排除,49.3,99.5,454.5,454.5,90.11,66.6,20.12,35.15,258.65,1.17,144.7,13.61,0.39,11,74,72,73,73,236,-348,-27,486,1328,3818,74,107,-391,19,4,0,48631500,235,546,20.3,-135,221,-232,3332,-111,143,1172,3235,41.08,-11.66,-12.76,處置或交易限制風險；中期趨勢仍向下；主動ETF 5日轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
402,4583,台灣精銳,TWSE,電機機械,排除,49.1,100,560,560,29.98,14.06,35.52,16.5,589.27,3.56,52.89,5,1.66,4,0,0,0,0,0,0,0,83,94,66,0,0,0,0,0,0,0,1,1,1.25,6,92,60,64,0,82,93,69,28.39,-8.19,-7.59,"單日成交金額低於5,000萬元；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
403,9930,中聯資源,TWSE,綠能環保,排除,49.1,100,63.2,63.2,-7.26,-6.65,10.6,38.06,133.9,1.1,13.45,2.29,6.29,2,21,19,19,19,18,0,100,329,282,258,21,19,19,19,1,1,1200800,22,6,1.94,62,348,314,32,78,288,257,232,28.78,-2.94,-0.32,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
404,2010,春源,TWSE,鋼鐵工業,排除,49,72,20.9,20.9,-0.43,7.1,7.21,48.27,163.4,0.57,9.12,1.14,9.41,1,186,186,186,186,186,0,-248,382,70,-10968,186,186,186,186,1,0,3887400,22,90,7.69,238,905,-2163,-8198,-430,174,-208,-11236,,,,"單日成交金額低於5,000萬元"
405,8213,志超,TWSE,電子零組件業,排除,48.9,100,32.8,32.8,26.05,10.64,2.32,48.99,172.88,0.3,17.67,0.56,3.34,1,0,0,0,0,0,0,-459,-1228,-2213,-1985,0,0,0,0,0,0,0,13,8,21.7,-139,-1556,-2223,-2176,-454,-1241,-2221,-1999,33.32,-6.52,-3.81,"單日成交金額低於5,000萬元；中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
406,6756,威鋒電子,TWSE,半導體業,排除,48.7,100,91.6,91.6,50.06,16.36,-12.22,24.85,205.7,0.64,63.16,2.3,0.94,1,0,0,0,0,0,0,-107,-221,-170,52,0,0,0,0,0,0,0,15,11,3.14,-53,-83,11,197,-120,-236,-181,36,42.13,-6.88,-8.12,"單日成交金額低於5,000萬元；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
407,3679,新至陞,TWSE,電子零組件業,排除,48.7,72,109.5,109.5,1.35,-10.64,19.63,49.63,245.99,2.67,13.02,1.48,8.14,1,0,0,0,-1,130,0,29,63,36,-23,0,0,0,131,0,0,0,6,6,8.26,3,63,43,3,26,57,30,-94,,,,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足"
408,2636,台驊控股,TWSE,航運業,排除,48.5,100,64.1,62.5,25.18,1.59,2.6,56.89,162.19,1.1,9.39,0.93,7.8,1,-42,-43,-43,-42,-41,0,-310,-1264,-892,-1043,-42,-43,-42,-42,1,2,-2687500,-346,-333,9.05,46,-507,-539,-1222,-270,-875,-517,-774,27.13,-7,-9.46,"單日成交金額低於5,000萬元；中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
409,8442,威宏-KY,TWSE,其他,排除,48.3,72,45,45,32.95,9.28,0.73,52.46,170.15,0.03,25.47,0.88,6.58,1,0,0,0,-1,162,0,14,-19,-111,22,0,0,-1,162,0,0,0,-3,-6,56.05,-7,-216,-132,-119,10,-16,-104,-130,,,,"單日成交金額低於5,000萬元；外資持股5/10日下降，且外資5日賣超"
410,4949,有成精密,TWSE,光電業,排除,48.2,100,69.1,69.1,68.69,40.95,12.45,32.85,291.02,1.19,28.51,3.14,1.83,1,-28,-30,-30,-32,-36,0,318,-327,72,347,-28,-30,-32,-36,0,2,-2073000,-10,4,2.92,29,-613,-128,160,345,-287,100,377,33.47,-13.46,-12.53,"單日成交金額低於5,000萬元；中期趨勢仍向下；ETF短中期同步減碼；ETF 1/3日已轉為減碼；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
411,1447,力鵬,TWSE,紡織纖維,排除,48,72,8.16,8.16,53.19,10.86,0.72,51.28,123.65,0.1,,0.96,,1,174,174,174,174,174,0,149,259,-2510,547,174,174,174,174,1,0,1419840,31,-23,3.31,-311,36,77,565,-25,55,-2660,354,,,,"單日成交金額低於5,000萬元；處置或交易限制風險"
412,2415,錩新,TWSE,電子零組件業,排除,47.9,72,32.75,32.75,9.2,10.25,11.14,69.2,133.88,0.35,18.1,1.77,4.58,1,37,37,37,37,37,0,69,3,799,-535,37,37,37,37,1,0,1211750,19,19,21.35,-6,6,946,128,28,-52,745,-587,,,,"單日成交金額低於5,000萬元"
413,2504,國產,TWSE,建材營造,排除,47.5,100,31.8,31.8,-18.57,-8.83,21.85,38.45,131.85,0.7,9.59,1.32,8.24,8,-19,-32,-2,-4171,16453,0,1815,420,-1610,2160,-19,-12,-4190,16430,1,4,-381600,203,171,5.99,1114,1279,5473,-3326,1838,229,2409,-14364,40.54,-2.14,-0.93,營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；20日累積後5日轉為調節；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA
414,2543,皇昌,TWSE,建材營造,排除,47.2,100,38.25,38.25,105.33,54.81,9.02,50.36,105.92,0.37,16.03,2.09,3.77,1,0,0,0,0,0,0,1,840,1175,1488,0,-2,-3,-2,0,2,-76500,16,-3,1.51,175,1283,1232,1786,-11,827,1182,1642,38.19,-4.66,-1.42,"單日成交金額低於5,000萬元；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
415,3550,聯穎,TWSE,電子零組件業,排除,47.2,72,22.5,22.5,38.08,27.35,1.97,60.89,163.11,0.21,,1.59,,1,40,40,40,40,40,0,369,1816,-2681,-5405,40,40,40,40,1,0,900000,-1,-15,8.97,-37,1316,-791,-4441,328,1778,-2704,-5407,,,,"單日成交金額低於5,000萬元"
416,4942,嘉彰,TWSE,光電業,排除,47.1,100,36.7,36.7,-10.88,-6.79,5.6,20.11,341.31,0.52,12.7,0.59,5.32,1,0,0,0,0,0,0,-33,105,147,57,0,0,0,0,0,0,0,-1,-1,6.84,-43,59,85,-23,-30,106,148,61,38.36,-2.1,-1.61,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
417,7795,長廣,TWSE,電子零組件業,排除,47,100,507,507,62.55,2.93,10.99,32.61,363.61,0.21,201.79,15.78,0.38,1,0,0,0,0,0,0,-21,-443,-777,1097,0,0,0,0,0,0,0,-5,7,9.94,-106,-708,-428,1171,-27,-438,-784,1052,49.07,-4.41,-8.15,處置或交易限制風險；外資持股5/10日下降，且外資5日賣超；當下除權息調整價未守20日EMA
418,2903,遠百,TWSE,貿易百貨,排除,46.4,100,22.35,22.35,-2.42,-0.3,14.91,72.43,51.94,0.39,13.83,1.01,5.58,3,0,0,-2,-4,10401,0,1329,2759,3846,-183,0,-12,-18,10388,0,4,-268200,-369,-229,7.5,667,2445,3038,-9719,1335,3140,4093,-10129,46.54,-0.69,0.45,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；中期趨勢仍向下；ETF短中期同步減碼；20日累積後5日轉為調節；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
419,3705,永信,TWSE,生技醫療業,排除,46.4,100,55.5,54.2,-21.98,-12.41,16.16,33.57,263.31,0.89,18.69,1.94,5.41,1,-80,-80,-80,-80,-80,0,3,431,724,91,-80,-80,-80,-80,0,1,-4336000,13,2,7.3,95,295,700,191,82,498,802,191,53.93,0.89,2.21,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；ETF短中期同步減碼；ETF 1/3日已轉為減碼；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
420,3622,洋華,TWSE,光電業,排除,46.4,72,53.2,53.2,-19.47,-3.09,21.05,14.94,617.21,1.09,9.45,1.15,5.8,1,0,0,0,0,323,0,-90,-291,-343,-388,0,0,0,324,0,0,0,-7,-12,3.3,-76,-167,-451,-821,-82,-283,-330,-703,,,,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；外資持股5/10日下降，且外資5日賣超"
421,4746,台耀,TWSE,生技醫療業,排除,46.2,100,52,52,0.29,-8.86,14.17,36.6,232.78,0.16,18.79,0.82,5.66,1,0,0,0,0,0,0,-147,-288,987,1715,0,0,0,0,0,0,0,-5,14,9.58,-38,-331,723,1469,-141,-281,975,1691,44.18,-2.55,-5.11,"單日成交金額低於5,000萬元；累計營收負成長且當月改善不足；當下除權息調整價未守20日EMA"
422,1726,永記,TWSE,化學工業,排除,46.2,72,80.5,80.5,-5.59,3.17,14.08,14.57,526.27,2.03,13.41,1.18,4.65,1,47,47,47,47,47,0,15,48,48,-16,47,47,47,47,1,0,3783500,1,1,12.73,-4,15,-22,-118,-32,0,0,-62,,,,"單日成交金額低於5,000萬元"
423,1612,宏泰,TWSE,電器電纜,排除,45.9,100,31.05,31.05,-11.28,-1.37,14.25,17.94,333.61,0.82,10.57,1.23,7.89,2,90,90,90,63,4,0,-511,-2184,-4412,-8550,90,90,62,3,1,0,2794500,-5,-28,15.65,-786,-1854,-3145,-7863,-597,-2269,-4445,-8544,23.29,-9.73,-7.45,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；外資持股5/10日下降，且外資5日賣超；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
424,2530,華建,TWSE,建材營造,排除,45.5,100,19.5,19.5,-96.97,-94.26,-2.09,66.65,160.8,-0.04,9.9,1.62,9.54,2,0,0,80,199,1688,0,333,828,1479,-581,0,74,190,1680,1,3,1443000,87,40,3.26,107,119,-688,1506,323,667,1248,-1643,49.57,0.27,-1.27,"單日成交金額低於5,000萬元；營收動能同步衰退；累計營收負成長且當月改善不足；中期趨勢仍向下；20日趨勢尚未上彎"
425,2597,潤弘,TWSE,建材營造,排除,45.3,100,164.5,164.5,2.95,15.29,13.49,57.34,134.72,2.38,14.48,5.49,5.88,5,9,6,6,9,256,0,121,168,258,20,10,5,6,253,1,3,822500,8,5,1.97,9,-30,349,16,110,155,248,-147,41.99,-2.52,-2.37,"單日成交金額低於5,000萬元；中期趨勢仍向下；20日趨勢尚未上彎；當下除權息調整價未守20日EMA"
